id,class,orbital_period,transit_duration,transit_depth,planet_radius,equilibrium_temperature,insolation_flux,stellar_effective_temperature,stellar_surface_gravity,stellar_radius,ra,dec
2960,FALSE POSITIVE,419.97507836,12.1687,275.1,1.53,215.0,0.51,5316.0,4.477,0.872,281.74261,42.123081
2961,CONFIRMED,4.76559056,2.2,67.5,0.92,1167.0,439.42,5702.0,4.258,1.125,287.20587,38.498055
2962,CONFIRMED,2.98618134,2.969,122.9,1.16,1356.0,798.35,6173.0,4.447,1.041,291.88632,44.478981
2963,FALSE POSITIVE,25.9200092,5.609,331.4,1.28,515.0,16.59,5517.0,4.631,0.704,293.77737,38.775459
2964,CONFIRMED,6.17817366,3.2601,101.9,1.22,1082.0,324.69,5931.0,4.322,1.101,283.23581,41.34304
2965,FALSE POSITIVE,2.04516705,3.625,154.8,2.9,2945.0,17791.98,9206.0,4.112,2.157,298.38052,47.836048
2966,CANDIDATE,7.25101997,2.799,122.8,0.91,807.0,100.18,5382.0,4.571,0.827,290.34851,50.902851
2967,CONFIRMED,5.65178922,3.0933,134.1,2.03,1248.0,574.71,6085.0,4.218,1.463,286.24719,50.242409
2968,CONFIRMED,19.96367208,2.6403,270.9,1.5,564.0,23.88,5250.0,4.541,0.79,290.49426,52.055519
2969,CANDIDATE,57.3840375,4.336,241.7,1.62,397.0,5.85,5250.0,4.541,0.79,290.49426,52.055519
2970,CONFIRMED,1.541676547,1.9118,296.5,1.88,1592.0,1517.84,5533.0,4.337,1.089,285.66165,37.9645
2971,FALSE POSITIVE,6.397185875,5.8638,18887.0,15.02,981.0,218.59,5780.0,4.438,1.0,290.26614,38.837917
2972,FALSE POSITIVE,2.976020742,3.73,114.9,2.07,1740.0,2169.16,5947.0,3.939,1.796,290.12018,38.50951
2973,CONFIRMED,15.95995611,4.3149,523.2,2.27,721.0,63.95,5936.0,4.501,0.965,296.41855,49.5401
2974,CONFIRMED,7.37867551,3.349,125.1,1.11,933.0,178.68,5936.0,4.501,0.965,296.41855,49.5401
2975,CONFIRMED,4.903321801,2.8887,334.5,2.37,1247.0,570.65,6045.0,4.276,1.298,296.56662,49.696251
2976,CONFIRMED,1.82708193,1.96401,1164.7,5.95,1877.0,2925.17,5311.0,3.864,1.769,297.73639,49.63715
2977,FALSE POSITIVE,22.845241036,5.3007,45676.0,30.35,762.0,79.78,5926.0,4.187,1.351,293.91489,50.46933
2978,CANDIDATE,2.5738437,1.92,46.6,0.57,1129.0,384.24,5115.0,4.477,0.854,286.81937,46.91169
2979,FALSE POSITIVE,18.3980827,4.438,145.0,1.26,686.0,52.31,5605.0,4.381,1.015,290.97223,40.994678
2980,CONFIRMED,11.62904159,2.97,88.0,1.31,854.0,125.89,5721.0,4.307,1.131,292.08185,38.915031
2981,FALSE POSITIVE,13.6550963,4.117,196.3,1.35,780.0,87.46,6065.0,4.487,0.962,296.61996,48.9058
2982,CONFIRMED,27.50871575,5.9291,639.2,2.98,663.0,45.66,5903.0,4.304,1.137,288.45065,40.245327
2983,CONFIRMED,20.0708757,6.354,405.7,3.2,826.0,110.19,5902.0,4.128,1.513,283.94244,41.4716
2984,CONFIRMED,98.353149,24.708,423.0,4.13,552.0,21.96,6366.0,4.045,1.697,287.3912,42.194832
2985,CANDIDATE,10.18318233,3.137,51.5,0.79,867.0,133.56,5843.0,4.421,1.084,287.97885,42.679359
2986,CANDIDATE,6.2321233,2.85,31.7,0.61,1021.0,256.72,5843.0,4.421,1.084,287.97885,42.679359
2987,CANDIDATE,8.2942929,3.976,36.8,0.65,928.0,175.39,5843.0,4.421,1.084,287.97885,42.679359
2988,FALSE POSITIVE,1.540411479,1.703,107.1,0.92,1446.0,1029.25,5769.0,4.57,0.812,286.01587,38.411339
2989,FALSE POSITIVE,3.74785358,3.713,98.2,0.89,1093.0,337.14,5706.0,4.537,0.886,290.9725,50.267948
2990,CONFIRMED,25.75274977,2.7678,738.9,2.27,501.0,14.88,4963.0,4.501,0.826,294.66797,43.85326
2991,CONFIRMED,10.161023528,3.1627,1653.9,4.62,904.0,157.97,6032.0,4.387,1.06,290.73517,44.09132
2992,CANDIDATE,12.82993461,2.942,1417.4,3.31,734.0,68.41,5862.0,4.555,0.844,301.14789,44.104542
2993,CONFIRMED,49.41121127,5.278,3184.0,6.77,497.0,14.48,5768.0,4.434,1.015,286.04712,45.053211
2994,CONFIRMED,36.8567758,7.495,714.1,2.68,549.0,21.4,5768.0,4.434,1.015,286.04712,45.053211
2995,FALSE POSITIVE,35.080928,6.92,100.7,1.21,610.0,32.63,6007.0,4.353,1.126,299.67587,47.07584
2996,CONFIRMED,10.39986173,3.377,275.3,1.5,678.0,49.86,4963.0,4.501,0.826,287.56473,44.305
2997,FALSE POSITIVE,0.828206212,1.737,132.3,3.88,3274.0,27125.5,5812.0,3.598,3.227,288.44153,45.609001
2998,CONFIRMED,24.31574009,4.1344,643.3,2.8,683.0,51.53,6242.0,4.442,1.047,292.4274,44.381271
2999,FALSE POSITIVE,199.443024,7.409,4036.0,9.3,332.0,2.86,5646.0,4.278,1.153,281.76578,44.57637
3000,CONFIRMED,39.6766071,5.04,611.2,2.29,473.0,11.85,5244.0,4.449,0.888,291.05722,44.632381
3001,FALSE POSITIVE,358.66044,16.732,133.8,1.62,304.0,2.02,5619.0,4.07,1.406,286.39584,43.075821
3002,CONFIRMED,4.454194254,2.3061,16042.0,11.76,1017.0,252.22,5359.0,4.425,0.915,299.90591,45.439678
3003,CANDIDATE,809.0141881,8.3017,16311.0,14.38,216.0,0.51,6230.0,4.397,1.047,290.38983,45.665329
3004,CONFIRMED,21.0871953,5.92691,8894.7,14.43,873.0,137.06,6266.0,4.101,1.522,296.96027,46.034302
3005,FALSE POSITIVE,1.575631524,2.59202,25627.0,28.66,1577.0,1464.43,6202.0,4.537,0.858,295.43478,46.203129
3006,CONFIRMED,6.09855603,2.9815,84.4,0.84,927.0,174.3,5465.0,4.449,0.925,287.698,42.338718
3007,FALSE POSITIVE,203.250506,9.81,238.9,1.35,292.0,1.71,5600.0,4.455,0.872,284.67728,44.79768
3008,CONFIRMED,16.54295261,3.8516,726.0,2.31,611.0,32.94,5215.0,4.518,0.867,297.67261,48.302311
3009,CONFIRMED,11.023474798,1.4814,1795.5,2.46,429.0,8.04,3744.0,4.718,0.537,298.10571,48.40115
3010,CONFIRMED,34.18884323,5.3278,1063.2,2.97,526.0,18.05,5515.0,4.453,0.925,283.50726,48.552601
3011,CONFIRMED,4.30165843,2.1055,739.4,2.42,1009.0,244.48,5480.0,4.509,0.865,290.43759,48.791882
3012,CONFIRMED,7.650243513,2.752,981.4,2.3,772.0,83.86,5409.0,4.609,0.746,293.16016,48.881191
3013,CANDIDATE,2.47240869,1.87,47.5,0.36,887.0,145.69,4729.0,4.726,0.525,288.45605,45.80212
3014,CONFIRMED,4.592393816,2.2748,1027.7,2.51,924.0,172.6,5351.0,4.582,0.796,283.54416,45.225552
3015,CANDIDATE,11.53029332,1.8385,1209.3,3.98,873.0,137.08,5770.0,4.289,1.152,300.90778,45.45787
3016,CONFIRMED,5.859935955,4.0185,322.8,2.56,1246.0,569.5,6181.0,4.22,1.424,288.68869,41.15118
3017,CONFIRMED,2.104721971,1.7547,905.5,2.89,1365.0,821.44,5703.0,4.498,0.975,293.05722,45.551189
3018,FALSE POSITIVE,10.63624422,5.055,231.7,1.58,756.0,77.02,5834.0,4.591,0.774,285.3385,46.309872
3019,CANDIDATE,7.9069765,4.634,126.1,1.13,994.0,230.28,6347.0,4.464,0.996,290.88831,51.248169
3020,CONFIRMED,6.412512953,5.2677,1156.4,3.89,1069.0,308.76,6026.0,4.366,1.108,293.88293,44.638088
3021,CONFIRMED,2.019997006,1.8073,332.8,1.46,1166.0,437.85,5103.0,4.562,0.787,288.58405,44.733799
3022,CONFIRMED,3.763041531,1.6011,354.5,1.63,948.0,190.67,5103.0,4.562,0.787,288.58405,44.733799
3023,CONFIRMED,6.521209629,2.7975,760.4,2.54,932.0,178.27,5822.0,4.529,0.898,292.22031,44.700031
3024,CONFIRMED,6.996926239,2.7374,1317.4,3.21,888.0,147.07,5713.0,4.541,0.893,293.17133,45.065601
3025,CANDIDATE,13.9509565,5.231,35.7,0.75,849.0,122.88,5888.0,4.275,1.227,287.37125,39.603569
3026,FALSE POSITIVE,5.428344915,1.8931,13756.0,14.88,1033.0,269.19,5936.0,4.501,0.965,297.97424,46.804562
3027,CANDIDATE,16.30141333,3.5764,942.3,3.84,805.0,99.08,6072.0,4.328,1.138,294.02298,46.99955
3028,CONFIRMED,24.61480613,2.6602,1798.0,4.2,586.0,27.93,5312.0,4.384,0.986,283.0228,47.261131
3029,CONFIRMED,42.949522,5.4154,959.1,2.98,487.0,13.29,5312.0,4.384,0.986,283.0228,47.261131
3030,CONFIRMED,117.033521,6.822,770.4,2.68,349.0,3.49,5312.0,4.384,0.986,283.0228,47.261131
3031,FALSE POSITIVE,386.39833,8.519,748.0,2.2,214.0,0.49,5284.0,4.523,0.812,297.71039,48.083832
3032,CONFIRMED,1.55400389,1.7664,465.8,1.59,1313.0,704.5,5409.0,4.609,0.746,293.16016,48.881191
3033,CONFIRMED,34.25951418,4.7743,1072.5,2.41,468.0,11.36,5409.0,4.609,0.746,293.16016,48.881191
3034,FALSE POSITIVE,23.8761144,9.3113,1611.7,10.45,1481.0,1135.6,9974.0,4.048,2.533,293.78574,45.01849
3035,FALSE POSITIVE,4.99270186,3.1008,557.4,26.6,1051.0,288.29,5724.0,4.429,0.951,296.80893,48.965389
3036,CONFIRMED,4.79860021,3.0384,817.4,2.51,978.0,216.54,5631.0,4.557,0.847,286.55103,49.418739
3037,FALSE POSITIVE,7.7333361,2.807,126.9,0.57,479.0,12.41,3780.0,4.746,0.511,287.85812,42.542629
3038,CONFIRMED,9.57665962,3.3603,746.8,2.88,846.0,121.26,5386.0,4.322,1.076,287.1011,46.896481
3039,CONFIRMED,96.6781852,5.6957,951.3,3.29,392.0,5.55,5386.0,4.322,1.076,287.1011,46.896481
3040,CONFIRMED,20.55280311,2.2013,727.3,2.99,656.0,43.8,5386.0,4.322,1.076,287.1011,46.896481
3041,FALSE POSITIVE,2.023123903,1.1829,1288.9,2.87,1266.0,608.26,5559.0,4.578,0.803,288.84903,47.021969
3042,CONFIRMED,10.94026745,2.3494,538.6,2.08,764.0,80.52,5749.0,4.547,0.864,288.67068,47.399139
3043,CONFIRMED,19.5352551,1.013,1732.0,0.53,161.0,0.16,2703.0,5.274,0.118,292.50378,41.830421
3044,CANDIDATE,3.687469832,1.0668,5057.6,5.78,690.0,53.6,4004.0,4.659,0.606,287.69119,47.546902
3045,CONFIRMED,151.863949,8.577,747.0,2.41,318.0,2.43,5713.0,4.541,0.893,293.17133,45.065601
3046,CONFIRMED,5.945043548,2.7004,800.2,2.69,857.0,127.64,5105.0,4.469,0.868,291.18338,45.32317
3047,CONFIRMED,65.7045275,3.3104,636.1,2.78,472.0,11.72,5918.0,4.403,1.043,283.37482,43.788219
3048,CONFIRMED,17.73842886,3.0049,605.5,2.47,596.0,29.74,5105.0,4.469,0.868,291.18338,45.32317
3049,CANDIDATE,84.799829,15.21,56.1,1.16,491.0,13.79,5619.0,4.07,1.406,286.39584,43.075821
3050,CONFIRMED,9.93962361,3.432,300.1,1.93,722.0,64.29,5105.0,4.469,0.868,291.18338,45.32317
3051,CONFIRMED,6.8731664,6.8569,3753.8,13.44,1482.0,1140.56,6490.0,3.942,2.179,296.81369,47.526611
3052,CONFIRMED,8.600099313,4.0077,2791.6,4.17,760.0,78.72,5246.0,4.501,0.805,297.70023,47.86375
3053,CONFIRMED,12.37646897,2.7075,1709.0,2.53,483.0,12.87,4200.0,4.664,0.607,285.48505,48.054321
3054,CANDIDATE,9.340538,2.57,200.8,0.84,530.0,18.69,4200.0,4.664,0.607,285.48505,48.054321
3055,CONFIRMED,330.071558,4.295,616.7,2.94,286.0,1.58,5933.0,4.342,1.115,297.46533,42.882839
3056,CONFIRMED,18.87022157,3.1404,1096.6,2.82,621.0,35.13,5402.0,4.452,0.865,282.46051,48.257118
3057,CONFIRMED,19.5776073,3.382,98.1,0.9,628.0,36.82,5465.0,4.449,0.925,287.698,42.338718
3058,CONFIRMED,17.20522898,3.6688,1080.6,2.22,553.0,22.05,5211.0,4.643,0.689,291.2211,50.581299
3059,FALSE POSITIVE,17.90766147,5.396,1089.3,4.89,731.0,67.59,6153.0,4.471,0.993,296.10959,51.005501
3060,CONFIRMED,22.18332255,5.1364,748.1,2.78,646.0,41.24,5565.0,4.361,1.03,289.52115,51.237309
3061,FALSE POSITIVE,354.78194,6.46,193.0,30.53,325.0,2.62,5798.0,4.025,1.525,293.72586,47.24704
3062,CONFIRMED,7.65880048,3.0427,668.2,2.19,858.0,128.18,5657.0,4.508,0.855,290.24704,52.149132
3063,CONFIRMED,9.3789167,3.3427,563.5,2.03,803.0,98.22,5684.0,4.493,0.808,286.9639,37.829708
3064,CONFIRMED,4.221626193,3.0619,658.0,2.87,1176.0,453.2,6123.0,4.472,0.987,284.2572,47.68895
3065,CONFIRMED,16.54967098,4.3808,744.5,2.95,656.0,43.72,5372.0,4.434,0.916,280.64136,47.751942
3066,CONFIRMED,2.154911236,3.1341,99.7,1.42,1740.0,2162.35,6181.0,4.22,1.424,288.68869,41.15118
3067,CANDIDATE,11.505879,5.583,49.8,0.99,1000.0,236.35,6336.0,4.266,1.403,298.81638,43.998039
3068,CONFIRMED,3.52467888,2.484,129.7,1.46,1098.0,344.61,5372.0,4.434,0.916,280.64136,47.751942
3069,CONFIRMED,6.400157105,2.0004,743.2,2.52,810.0,101.72,5299.0,4.597,0.766,298.66373,47.762039
3070,CONFIRMED,2.437029217,3.2005,244.0,2.04,1513.0,1237.66,5573.0,4.177,1.329,286.00494,45.480389
3071,CONFIRMED,9.9267215,3.8428,725.5,2.76,803.0,98.34,5475.0,4.43,0.982,287.91791,45.592869
3072,CONFIRMED,21.22349325,4.9416,582.9,2.63,623.0,35.69,5475.0,4.43,0.982,287.91791,45.592869
3073,CONFIRMED,6.47027706,3.343,116.9,1.15,926.0,173.79,5475.0,4.43,0.982,287.91791,45.592869
3074,CONFIRMED,3.722158895,1.9941,757.4,2.33,1046.0,283.28,5617.0,4.574,0.806,291.35464,45.747898
3075,CONFIRMED,46.9026431,3.9264,821.3,2.6,458.0,10.44,5402.0,4.452,0.865,282.46051,48.257118
3076,CONFIRMED,5.263415218,2.1446,1030.7,3.77,1103.0,349.4,6099.0,4.456,1.028,290.74768,48.242008
3077,CONFIRMED,4.030466786,2.7734,2908.3,4.48,970.0,209.11,5234.0,4.542,0.854,298.55084,48.332451
3078,FALSE POSITIVE,9.27989,3.33,164.3,1.29,897.0,152.86,6052.0,4.456,0.967,284.84662,49.692402
3079,CONFIRMED,328.240201,12.2726,13889.0,10.99,224.0,0.59,5234.0,4.542,0.854,298.55084,48.332451
3080,FALSE POSITIVE,22.264806569,8.7941,19373.0,12.34,585.0,27.79,5681.0,4.566,0.813,288.6925,49.72353
3081,FALSE POSITIVE,2.217038096,1.8575,543.7,3.23,1697.0,1956.29,6521.0,4.352,1.276,291.54099,37.816559
3082,FALSE POSITIVE,8.874603,2.88,93.3,1.24,1070.0,309.5,6517.0,4.349,1.278,291.54099,37.816559
3083,CONFIRMED,4.393157678,2.4455,447.2,1.41,807.0,99.9,4799.0,4.631,0.692,292.65842,38.34539
3084,FALSE POSITIVE,251.7512,4.314,114.3,1.25,272.0,1.29,5640.0,4.492,0.921,283.42911,47.59251
3085,CONFIRMED,16.145671932,3.7236,941.1,2.48,546.0,20.98,4900.0,4.602,0.741,281.48273,47.208031
3086,CONFIRMED,1071.232624,16.1784,19046.0,9.27,129.0,0.07,4799.0,4.631,0.692,292.65842,38.34539
3087,CONFIRMED,2.735900074,1.9359,428.9,1.56,1075.0,315.95,5299.0,4.597,0.766,298.66373,47.762039
3088,CONFIRMED,5.852968845,4.5973,1146.5,3.46,1056.0,293.93,6050.0,4.45,1.013,296.38553,48.233452
3089,CONFIRMED,81.1701587,8.358,1183.2,4.71,436.0,8.55,5460.0,4.263,1.165,286.02402,48.43177
3090,FALSE POSITIVE,371.17573,8.2,133.7,4.07,610.0,32.64,9030.0,3.822,3.218,290.81604,47.682892
3091,CONFIRMED,2.820190603,2.554,467.5,2.53,1367.0,824.92,5831.0,4.359,1.121,285.79068,48.683262
3092,CONFIRMED,21.21712312,5.89,636.0,2.97,706.0,58.63,6191.0,4.438,1.007,294.95145,48.651192
3094,CONFIRMED,15.77980122,4.0369,541.4,2.11,713.0,60.96,5941.0,4.519,0.911,282.7868,46.244991
3095,CONFIRMED,14.03490255,3.638,851.8,2.41,641.0,39.97,5258.0,4.513,0.785,298.38483,46.276039
3096,CONFIRMED,10.35586478,2.8431,660.9,1.92,620.0,34.93,4646.0,4.539,0.778,282.45059,46.3214
3097,CONFIRMED,22.342964828,6.66405,5612.8,9.99,785.0,89.61,6181.0,4.234,1.331,297.33307,41.891121
3098,CONFIRMED,11.38840217,3.6949,438.0,3.04,979.0,216.55,5876.0,4.151,1.456,296.4986,46.57724
3099,CONFIRMED,20.5498184,5.5484,1564.3,4.04,657.0,44.11,5688.0,4.415,0.971,289.78052,49.89653
3100,CANDIDATE,934.09418462,17.489,8709.6,7.89,177.0,0.23,5937.0,4.559,0.832,289.78052,49.89653
3101,CANDIDATE,199.83920527,4.378,44490.0,21.48,276.0,1.36,5457.0,4.548,0.869,286.65689,50.021568
3102,FALSE POSITIVE,17.4217322,4.718,208.4,1.42,727.0,65.92,6052.0,4.456,0.967,284.84662,49.692402
3103,CANDIDATE,15.84132627,1.8215,31083.0,16.84,575.0,25.77,5119.0,4.575,0.702,296.61859,50.022011
3104,CONFIRMED,5.931196562,2.4999,1007.4,2.01,562.0,23.5,3984.0,4.72,0.539,288.49582,51.08194
3105,CONFIRMED,0.837491225,1.796,190.4,1.43,1980.0,3630.32,5676.0,4.347,1.044,285.67938,50.241299
3106,CONFIRMED,7.40611676,2.8826,417.9,1.37,678.0,49.89,4799.0,4.631,0.692,292.65842,38.34539
3107,CONFIRMED,21.803708,3.369,246.4,1.11,473.0,11.82,4799.0,4.631,0.692,292.65842,38.34539
3108,FALSE POSITIVE,4.66229074,3.73,345.4,24.12,1166.0,437.35,6191.0,4.454,1.025,290.62134,38.695499
3109,CONFIRMED,29.9111886,6.6436,942.0,2.9,541.0,20.31,5275.0,4.397,0.969,295.18292,38.654228
3110,FALSE POSITIVE,2.908453928,2.5363,427.5,19.44,1181.0,459.47,5786.0,4.558,0.824,286.0705,38.975101
3111,CONFIRMED,25.69581456,4.0251,1130.8,1.7,314.0,2.3,3787.0,4.775,0.477,294.71194,39.073761
3112,FALSE POSITIVE,25.70280003,3.1644,5623.8,33.1,562.0,23.68,5532.0,4.488,0.835,297.76697,49.446659
3113,CONFIRMED,13.64617478,3.4098,633.0,2.06,678.0,49.89,5569.0,4.566,0.829,288.92157,49.762032
3114,CONFIRMED,3.213668926,3.98235,727.8,4.13,1515.0,1244.44,5795.0,4.101,1.545,285.61533,50.13575
3115,CONFIRMED,8.13121389,4.2386,111.8,1.58,1117.0,368.36,6181.0,4.22,1.424,288.68869,41.15118
3116,CONFIRMED,41.8854433,6.763,687.4,3.28,540.0,20.05,5735.0,4.356,1.028,295.57135,49.774578
3117,CONFIRMED,13.81733587,4.261,223.2,2.04,781.0,88.04,5735.0,4.356,1.028,295.57135,49.774578
3118,CONFIRMED,52.8148051,7.309,553.7,3.33,562.0,23.57,5565.0,4.117,1.439,291.97144,47.86417
3119,CONFIRMED,8.30783912,3.1516,777.5,2.15,751.0,75.09,5320.0,4.589,0.786,288.12097,47.966671
3120,CONFIRMED,34.0963441,3.896,472.7,1.71,469.0,11.42,5320.0,4.589,0.786,288.12097,47.966671
3121,CONFIRMED,6.45442931,2.6772,586.1,2.48,999.0,234.98,6092.0,4.496,0.943,296.12073,47.921478
3122,CONFIRMED,3.595769013,3.1569,383.7,2.39,1296.0,666.88,5762.0,4.283,1.196,286.24982,48.06094
3123,CONFIRMED,52.6615266,3.1592,1078.1,1.87,271.0,1.28,3984.0,4.72,0.539,288.49582,51.08194
3124,CONFIRMED,1.902208647,2.19877,2343.5,4.45,1346.0,778.26,5400.0,4.463,0.937,296.40686,51.35815
3125,CANDIDATE,20.605501,3.793,37.1,0.85,806.0,99.53,6099.0,4.193,1.308,285.47659,41.632717
3126,CONFIRMED,15.90688891,3.9879,924.7,2.35,588.0,28.32,5097.0,4.554,0.797,290.29651,37.749489
3127,CONFIRMED,4.973455252,1.6519,741.6,2.46,867.0,133.55,5097.0,4.554,0.797,290.29651,37.749489
3128,FALSE POSITIVE,30.5528972,5.269,865.2,30.74,670.0,47.63,6284.0,4.349,1.138,290.96353,38.472542
3129,FALSE POSITIVE,4.804469031,3.4587,744.4,3.35,953.0,194.68,5470.0,4.528,0.809,289.31018,39.132221
3130,CONFIRMED,1.616883373,1.6325,437.3,4.47,1774.0,2342.49,4868.0,3.902,1.816,288.75494,39.563648
3131,CANDIDATE,9.5539134,5.261,26.8,0.68,1012.0,247.86,6175.0,4.299,1.307,281.83533,44.155918
3132,CONFIRMED,13.19322809,5.0036,585.7,2.94,862.0,130.35,5946.0,4.309,1.223,294.71017,39.8251
3133,CONFIRMED,10.31174786,3.1818,275.9,1.34,634.0,38.13,4900.0,4.602,0.741,281.48273,47.208031
3134,CONFIRMED,4.42535097,3.504,179.0,1.63,1240.0,559.22,5946.0,4.309,1.223,294.71017,39.8251
3135,CONFIRMED,4.302139338,2.0289,747.2,2.46,937.0,182.7,5041.0,4.479,0.857,296.1514,50.09581
3136,CONFIRMED,3.137845914,1.91,305.7,1.5,1041.0,277.64,5041.0,4.479,0.857,296.1514,50.09581
3137,CANDIDATE,6.77067637,5.982,65.8,1.9,1499.0,1193.45,6337.0,3.893,2.335,285.92322,42.54985
3138,FALSE POSITIVE,3.74782314,5.133,423.4,25.59,1253.0,583.52,6161.0,4.454,1.053,291.02252,50.259109
3139,FALSE POSITIVE,1.09173174,1.9719,186.9,1.07,1488.0,1153.1,5354.0,4.587,0.788,296.25949,50.344372
3140,CONFIRMED,20.68420772,6.4415,858.5,3.28,729.0,66.83,6246.0,4.433,1.092,289.83011,50.586239
3141,CONFIRMED,50.6985408,5.972,610.9,3.58,595.0,29.58,5876.0,4.151,1.456,296.4986,46.57724
3142,FALSE POSITIVE,2.9926465,1.81,105.9,0.89,1170.0,443.12,5718.0,4.549,0.863,289.8533,46.787151
3143,CANDIDATE,0.589376952,1.71,80.7,0.93,2162.0,5161.1,5714.0,4.428,1.015,295.81616,51.121738
3144,CONFIRMED,39.7529915,4.9641,549.3,2.37,568.0,24.54,6072.0,4.411,1.01,294.46268,46.821449
3145,CONFIRMED,9.99760285,3.4423,638.7,2.82,860.0,129.18,6004.0,4.484,0.977,294.98914,46.838329
3146,CONFIRMED,90.4117992,7.106,1265.0,3.96,413.0,6.86,6004.0,4.484,0.977,294.98914,46.838329
3147,CONFIRMED,13.54057461,4.4673,461.0,2.17,779.0,87.1,5767.0,4.389,1.014,291.09723,38.87561
3148,CONFIRMED,1.732346403,2.2139,182.4,1.37,1546.0,1345.92,5767.0,4.389,1.014,291.09723,38.87561
3149,CANDIDATE,1.74610057,1.299,54.2,1.24,1689.0,1924.75,4854.0,3.939,1.749,281.45718,46.746471
3150,CONFIRMED,7.0257409,2.245,190.7,1.56,969.0,208.92,5767.0,4.389,1.014,291.09723,38.87561
3151,CONFIRMED,16.21774917,4.9274,758.3,2.22,664.0,45.87,5837.0,4.577,0.798,285.51685,38.9324
3152,CONFIRMED,11.72291212,4.2064,492.2,2.08,766.0,81.46,5550.0,4.431,0.953,290.52942,38.942661
3153,FALSE POSITIVE,8.661374,2.972,160.1,1.32,945.0,188.16,6250.0,4.472,0.986,291.02249,39.917629
3154,CONFIRMED,9.66857386,2.4656,411.7,1.9,730.0,67.06,5288.0,4.541,0.836,295.00204,39.95293
3155,CONFIRMED,7.053527145,2.3982,1480.1,2.16,547.0,21.17,4041.0,4.697,0.567,296.11258,39.978779
3156,CONFIRMED,9.521644639,2.3569,1491.3,2.16,495.0,14.2,4041.0,4.697,0.567,296.11258,39.978779
3157,CONFIRMED,3.072146607,1.8732,539.0,1.3,722.0,64.09,4041.0,4.697,0.567,296.11258,39.978779
3158,CONFIRMED,4.645382149,2.0271,565.5,1.33,629.0,36.9,4041.0,4.697,0.567,296.11258,39.978779
3159,CONFIRMED,9.82578495,5.2498,433.3,2.66,935.0,180.36,6246.0,4.433,1.092,289.83011,50.586239
3160,CONFIRMED,25.30291816,4.4903,2105.7,3.95,535.0,19.39,5121.0,4.457,0.888,294.5704,50.673019
3161,CONFIRMED,21.30020491,4.0852,659.8,2.99,725.0,65.37,6008.0,4.35,1.168,289.50067,51.68573
3162,CONFIRMED,289.864067,7.565,529.1,2.34,257.0,1.03,5516.0,4.446,0.886,289.2175,47.88446
3163,FALSE POSITIVE,10.29767658,6.649,655.5,39.14,1022.0,258.09,5671.0,4.075,1.608,289.79907,38.555061
3164,CONFIRMED,51.0674355,4.374,597.5,2.44,499.0,14.69,6004.0,4.484,0.977,294.98914,46.838329
3166,CONFIRMED,1.682695938,1.3867,703.8,1.23,750.0,74.7,3669.0,4.787,0.47,283.74069,47.516289
3167,CONFIRMED,17.30795548,5.1126,633.0,3.56,815.0,104.37,5565.0,4.117,1.439,291.97144,47.86417
3168,CONFIRMED,10.423677439,5.2257,777.3,3.72,1012.0,247.48,6181.0,4.234,1.331,297.33307,41.891121
3169,CONFIRMED,2.09227115,2.4062,207.6,2.06,1648.0,1746.66,5565.0,4.117,1.439,291.97144,47.86417
3170,CONFIRMED,45.29422297,6.83,477.1,2.26,524.0,17.75,5676.0,4.347,1.044,285.67938,50.241299
3172,CONFIRMED,16.70920628,2.7052,839.8,2.27,500.0,14.73,4621.0,4.605,0.668,284.03223,39.78133
3173,CONFIRMED,28.55158187,4.1502,807.8,1.97,418.0,7.21,4621.0,4.605,0.668,284.03223,39.78133
3174,FALSE POSITIVE,4.045057186,2.9954,752.7,30.33,1126.0,381.17,5906.0,4.473,0.87,294.58817,40.165051
3175,CONFIRMED,10.13958818,2.6446,1155.9,1.68,447.0,9.41,3893.0,4.758,0.5,297.07016,40.86879
3176,CONFIRMED,43.5859419,4.6814,1708.7,2.05,275.0,1.35,3893.0,4.758,0.5,297.07016,40.86879
3177,CONFIRMED,0.986785834,1.1879,450.0,1.19,1054.0,292.35,4041.0,4.697,0.567,296.11258,39.978779
3178,CANDIDATE,24.7962801,8.33,574.4,2.7,664.0,45.92,5770.0,4.333,1.141,298.47321,40.075871
3179,FALSE POSITIVE,5.91037674,3.421,256.9,1.38,937.0,182.47,5515.0,4.443,0.867,293.83701,40.41275
3180,CONFIRMED,27.4536146,3.747,136.4,0.95,457.0,10.34,4900.0,4.602,0.741,281.48273,47.208031
3181,CONFIRMED,8.22241355,2.71,1468.6,2.28,558.0,22.86,4213.0,4.658,0.615,283.49982,40.552799
3182,FALSE POSITIVE,0.635587392,4.7,147.7,28.58,2587.0,10637.41,5671.0,4.075,1.608,289.79907,38.555061
3183,CONFIRMED,13.02363236,3.9734,607.0,2.3,743.0,71.85,5627.0,4.453,0.945,293.47012,39.252811
3184,CONFIRMED,11.6370303,3.3372,604.3,2.9,857.0,127.46,5576.0,4.257,1.198,293.53085,39.315891
3185,CANDIDATE,6.93650854,3.674,88.7,1.51,1305.0,687.21,6615.0,4.173,1.574,294.89734,40.798168
3186,CONFIRMED,5.68798675,2.2682,476.4,2.76,1088.0,330.44,5576.0,4.257,1.198,293.53085,39.315891
3187,FALSE POSITIVE,3.055171082,1.6798,8665.3,35.24,1358.0,804.33,6237.0,4.426,0.987,297.39825,40.229191
